BEA Detail,Year,Country,Import Quantity,Unit,Source,BEA Summary,CountryCode,Region,cntry_cntrb_to_national_detail,cntry_cntrb_to_region_detail,cntry_cntrb_to_national_summary,cntry_cntrb_to_region_summary
335911,2019,Saudi Arabia,4261905.0,USD,Census,335,WM,ROW,0.0005257064167925887,0.06248009520407814,3.3327479856857586e-05,0.0018295766083212283
335912,2019,Saudi Arabia,0.0,USD,Census,335,WM,ROW,0.0,0.0,0.0,0.0
335920,2019,Saudi Arabia,14190.0,USD,Census,335,WM,ROW,1.4967518279759931e-06,5.188056974386157e-05,1.1096374489079628e-07,6.091569866545179e-06
335930,2019,Saudi Arabia,137811.0,USD,Census,335,WM,ROW,2.097428511688722e-05,0.000637407012491912,1.0776620611096213e-06,5.91603477715615e-05
335991,2019,Saudi Arabia,0.0,USD,Census,335,WM,ROW,0.0,0.0,0.0,0.0
335999,2019,Saudi Arabia,320655.0,USD,Census,335,WM,ROW,1.8221289003376373e-05,0.0019019690663331101,2.5074756601802875e-06,0.00013765273682572548
336111,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336112,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336120,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336211,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336212,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336213,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.008403361344537815,0.0,0.0
336214,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336310,2019,Saudi Arabia,488861.0,USD,Census,3361MV,WM,ROW,2.695053330380061e-05,0.002198105639330865,1.4304319880268756e-06,0.00017860178985326604
336320,2019,Saudi Arabia,907824.0,USD,Census,3361MV,WM,ROW,4.113691252201875e-05,0.0007660387909948801,2.656338896124891e-06,0.00033166685677882133
336350,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336360,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336370,2019,Saudi Arabia,0.0,USD,Census,3361MV,WM,ROW,0.0,0.0,0.0,0.0
336390,2019,Saudi Arabia,189104.0,USD,Census,3361MV,WM,ROW,4.873789511595579e-06,0.0003224398089224257,5.53327859378912e-07,6.908776291913657e-05
3363A0,2019,Saudi Arabia,73480.0,USD,Census,3361MV,WM,ROW,3.1331423160872866e-06,0.0003326369942124468,2.1500619292644498e-07,2.6845380421874494e-05
336411,2019,Saudi Arabia,0.0,USD,Census,3364OT,WM,ROW,0.0,0.0,0.0,0.0
336412,2019,Saudi Arabia,963213.0,USD,Census,3364OT,WM,ROW,3.321685909001597e-05,0.0029199086476226076,1.2725121861400984e-05,0.00025040628703633703
336413,2019,Saudi Arabia,1215172.0,USD,Census,3364OT,WM,ROW,5.919456803436191e-05,0.0020513249790883514,1.605378227096432e-05,0.00031590801684624244
336414,2019,Saudi Arabia,0.0,USD,Census,3364OT,WM,ROW,0.0,0.008403361344537815,0.0,0.0
33641A,2019,Saudi Arabia,2595326.0,USD,Census,3364OT,WM,ROW,0.004208344147176033,0.14347912353504516,3.428716142749566e-05,0.0006747063705627607
336500,2019,Saudi Arabia,0.0,USD,Census,3364OT,WM,ROW,0.0,0.0,0.0,0.0
336611,2019,Saudi Arabia,0.0,USD,Census,3364OT,WM,ROW,0.0,0.0,0.0,0.0
336612,2019,Saudi Arabia,55001.0,USD,Census,3364OT,WM,ROW,3.4293468437731576e-05,0.0007191388983421247,7.266247730241552e-07,1.4298598745330027e-05
336991,2019,Saudi Arabia,4750.0,USD,Census,3364OT,WM,ROW,9.239343519309645e-07,0.0001808517791360402,6.275281670996413e-08,1.2348565306143095e-06
336992,2019,Saudi Arabia,0.0,USD,Census,3364OT,WM,ROW,0.0,0.0,0.0,0.0
336999,2019,Saudi Arabia,0.0,USD,Census,3364OT,WM,ROW,0.0,0.0,0.0,0.0
337110,2019,Saudi Arabia,0.0,USD,Census,337,WM,ROW,0.0,0.0,0.0,0.0
337121,2019,Saudi Arabia,100669.0,USD,Census,337,WM,ROW,1.6564768722809833e-05,0.004729268198726134,2.1876058952504273e-06,0.0002089755862276999
337122,2019,Saudi Arabia,14215.0,USD,Census,337,WM,ROW,2.435554226840075e-06,8.417913625763223e-05,3.0890162613103164e-07,2.9508467931803774e-05
337127,2019,Saudi Arabia,75341.0,USD,Census,337,WM,ROW,5.298241701912461e-06,0.00044124841305831985,1.6372112145155155e-06,0.000156397993841015
33712N,2019,Saudi Arabia,148931.0,USD,Census,337,WM,ROW,2.1767561565366142e-05,0.0063871200020413944,3.236372007127729e-06,0.00030916114228290314
337215,2019,Saudi Arabia,73956.0,USD,Census,337,WM,ROW,1.0983753095920092e-05,0.0009531794972734705,1.6071142217479124e-06,0.00015352291624090607
33721A,2019,Saudi Arabia,0.0,USD,Census,337,WM,ROW,0.0,0.0,0.0,0.0
337900,2019,Saudi Arabia,9026.0,USD,Census,337,WM,ROW,3.027371199904502e-06,0.0011711165245372008,1.961411239858383e-07,1.8736787305836148e-05
339112,2019,Saudi Arabia,338552.0,USD,Census,339,WM,ROW,1.899149589258092e-05,0.00011376305386704189,2.5898644112926657e-06,2.2840295118425603e-05
339113,2019,Saudi Arabia,1231723.0,USD,Census,339,WM,ROW,6.683012528625965e-05,0.001716503845211765,9.422468519667985e-06,8.309777175781723e-05
339114,2019,Saudi Arabia,0.0,USD,Census,339,WM,ROW,0.0,0.0,0.0,0.0
339115,2019,Saudi Arabia,0.0,USD,Census,339,WM,ROW,0.0,0.0,0.0,0.0
339116,2019,Saudi Arabia,2500.0,USD,Census,339,WM,ROW,4.477558372661355e-06,4.068991210816225e-05,1.9124568835014012e-08,1.6866164664826676e-07
339910,2019,Saudi Arabia,621868.0,USD,Census,339,WM,ROW,1.770177965881132e-05,6.05552646634804e-05,4.757182948916997e-06,4.195411235114574e-05
339920,2019,Saudi Arabia,94956.0,USD,Census,339,WM,ROW,1.0319072477140624e-05,0.0006167520992424509,7.263970233190363e-07,6.406174127653127e-06
339930,2019,Saudi Arabia,0.0,USD,Census,339,WM,ROW,0.0,0.0,0.0,0.0
339940,2019,Saudi Arabia,0.0,USD,Census,339,WM,ROW,0.0,0.0,0.0,0.0
339950,2019,Saudi Arabia,0.0,USD,Census,339,WM,ROW,0.0,0.0,0.0,0.0
339990,2019,Saudi Arabia,128501.0,USD,Census,339,WM,ROW,7.037036618935455e-06,0.0004290828460267356,9.830104879472543e-07,8.66927610237957e-06
S00401,2019,Saudi Arabia,36238037.0,USD,Census,Used,WM,ROW,0.005444776451195148,0.06214184673317852,0.0008436098730356385,0.0159224361604397
S00402,2019,Saudi Arabia,3368186.0,USD,Census,Used,WM,ROW,9.278657690556916e-05,0.001989759886975403,7.841028927202694e-05,0.0014799291297563043
811100,2019,Saudi Arabia,500000.0,USD,BEA,81,WM,ROW,0.000264026402640264,0.0049504950495049506,6.6006600660066e-05,0.0012376237623762376
811200,2019,Saudi Arabia,500000.0,USD,BEA,81,WM,ROW,0.000264026402640264,0.0049504950495049506,6.6006600660066e-05,0.0012376237623762376
811300,2019,Saudi Arabia,500000.0,USD,BEA,81,WM,ROW,0.000264026402640264,0.0049504950495049506,6.6006600660066e-05,0.0012376237623762376
811400,2019,Saudi Arabia,500000.0,USD,BEA,81,WM,ROW,0.000264026402640264,0.0049504950495049506,6.6006600660066e-05,0.0012376237623762376
481000,2019,Saudi Arabia,62000000.0,USD,BEA,481,WM,ROW,0.0010639758374519496,0.0057261602401293,0.0010639758374519496,0.0057261602401293
492000,2019,Saudi Arabia,62000000.0,USD,BEA,487OS,WM,ROW,0.0010639758374519496,0.0057261602401293,0.0010639758374519496,0.0057261602401293
524113,2019,Saudi Arabia,333333.3333333333,USD,BEA,524,WM,ROW,1.2340042202944334e-05,1.5729453401494295e-05,4.1133474009814444e-06,5.243151133831432e-06
5241XX,2019,Saudi Arabia,333333.3333333333,USD,BEA,524,WM,ROW,1.2340042202944334e-05,1.5729453401494295e-05,4.1133474009814444e-06,5.243151133831432e-06
524200,2019,Saudi Arabia,333333.3333333333,USD,BEA,524,WM,ROW,1.2340042202944334e-05,1.5729453401494295e-05,4.1133474009814444e-06,5.243151133831432e-06
523A00,2019,Saudi Arabia,51500000.0,USD,BEA,523,WM,ROW,0.004520716292134831,0.01989569248599575,0.0022603581460674156,0.009947846242997875
523900,2019,Saudi Arabia,51500000.0,USD,BEA,523,WM,ROW,0.004520716292134831,0.01989569248599575,0.0022603581460674156,0.009947846242997875
52A000,2019,Saudi Arabia,51500000.0,USD,BEA,521CI,WM,ROW,0.004520716292134831,0.01989569248599575,0.0022603581460674156,0.009947846242997875
522A00,2019,Saudi Arabia,51500000.0,USD,BEA,521CI,WM,ROW,0.004520716292134831,0.01989569248599575,0.0022603581460674156,0.009947846242997875
517110,2019,Saudi Arabia,1714285.714285714,USD,BEA,513,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
517210,2019,Saudi Arabia,1714285.714285714,USD,BEA,513,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
517A00,2019,Saudi Arabia,1714285.714285714,USD,BEA,513,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
541511,2019,Saudi Arabia,1714285.714285714,USD,BEA,5415,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
541512,2019,Saudi Arabia,1714285.714285714,USD,BEA,5415,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
54151A,2019,Saudi Arabia,1714285.714285714,USD,BEA,5415,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
511200,2019,Saudi Arabia,1714285.714285714,USD,BEA,511,WM,ROW,0.000563565491006434,0.00905318747642399,0.0001127130982012868,0.001810637495284798
518200,2019,Saudi Arabia,1714285.714285714,USD,BEA,514,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
511110,2019,Saudi Arabia,1714285.714285714,USD,BEA,511,WM,ROW,0.000563565491006434,0.00905318747642399,0.0001127130982012868,0.001810637495284798
511120,2019,Saudi Arabia,1714285.714285714,USD,BEA,511,WM,ROW,0.000563565491006434,0.00905318747642399,0.0001127130982012868,0.001810637495284798
511130,2019,Saudi Arabia,1714285.714285714,USD,BEA,511,WM,ROW,0.000563565491006434,0.00905318747642399,0.0001127130982012868,0.001810637495284798
5111A0,2019,Saudi Arabia,1714285.714285714,USD,BEA,511,WM,ROW,0.000563565491006434,0.00905318747642399,0.0001127130982012868,0.001810637495284798
519130,2019,Saudi Arabia,1714285.714285714,USD,BEA,514,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
5191A0,2019,Saudi Arabia,1714285.714285714,USD,BEA,514,WM,ROW,0.000563565491006434,0.00905318747642399,0.00018785516366881134,0.003017729158807997
541800,2019,Saudi Arabia,3444444.4444444445,USD,BEA,5412OP,WM,ROW,0.0005841781931933818,0.007283834586466165,7.491950821604457e-05,0.0011177560964417005
561300,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561700,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561100,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561200,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561400,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561500,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561600,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
561900,2019,Saudi Arabia,3444444.4444444445,USD,BEA,561,WM,ROW,0.0005841781931933818,0.007283834586466165,7.302227414917273e-05,0.0009104793233082706
541100,2019,Saudi Arabia,8500000.0,USD,BEA,5411,WM,ROW,0.00036700416657671465,0.005510534846029173,0.00036700416657671465,0.005510534846029173
541200,2019,Saudi Arabia,8500000.0,USD,BEA,5412OP,WM,ROW,0.00036700416657671465,0.005510534846029173,0.0001848820122105616,0.002758333592831938
541300,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
541610,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
5416A0,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
541400,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
5419A0,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
541920,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
541940,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
541700,2019,Saudi Arabia,0.0,USD,BEA,5412OP,WM,ROW,0.0,0.0,0.0,0.0
562000,2019,Saudi Arabia,0.0,USD,BEA,562,WM,ROW,0.0,0.0,0.0,0.0
213111,2019,Saudi Arabia,0.0,USD,BEA,213,WM,ROW,0.0,0.0,0.0,0.0
21311A,2019,Saudi Arabia,0.0,USD,BEA,213,WM,ROW,0.0,0.0,0.0,0.0
711100,2019,Saudi Arabia,1200000.0,USD,BEA,711AS,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0001523132575997969,0.001488833746898263
711200,2019,Saudi Arabia,1200000.0,USD,BEA,711AS,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0001523132575997969,0.001488833746898263
711A00,2019,Saudi Arabia,1200000.0,USD,BEA,711AS,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0001523132575997969,0.001488833746898263
711500,2019,Saudi Arabia,1200000.0,USD,BEA,711AS,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0001523132575997969,0.001488833746898263
712000,2019,Saudi Arabia,1200000.0,USD,BEA,711AS,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0001523132575997969,0.001488833746898263
512100,2019,Saudi Arabia,1200000.0,USD,BEA,512,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0003807831439994923,0.0037220843672456576
512200,2019,Saudi Arabia,1200000.0,USD,BEA,512,WM,ROW,0.0007615662879989846,0.007444168734491315,0.0003807831439994923,0.0037220843672456576
611100,2019,Saudi Arabia,1200000.0,USD,BEA,61,WM,ROW,0.0007615662879989846,0.007444168734491315,0.00025385542933299487,0.0024813895781637717
611A00,2019,Saudi Arabia,1200000.0,USD,BEA,61,WM,ROW,0.0007615662879989846,0.007444168734491315,0.00025385542933299487,0.0024813895781637717
611B00,2019,Saudi Arabia,1200000.0,USD,BEA,61,WM,ROW,0.0007615662879989846,0.007444168734491315,0.00025385542933299487,0.0024813895781637717
491000,2019,Saudi Arabia,215666666.66666666,USD,BEA,GFE,WM,ROW,0.042045749935014295,0.5548885077186965,0.014015249978338098,0.18496283590623214
S00101,2019,Saudi Arabia,215666666.66666666,USD,BEA,GFE,WM,ROW,0.042045749935014295,0.5548885077186965,0.014015249978338098,0.18496283590623214
S00102,2019,Saudi Arabia,215666666.66666666,USD,BEA,GFE,WM,ROW,0.042045749935014295,0.5548885077186965,0.014015249978338098,0.18496283590623214
